roundid,formula1,formula2,formula3,formula4,result
1703331133.533968,B,A,Null,B,Player B
1703949069.3905356,B,B,Null,B,Player A
1703216747.1621933,B,A,Null,A,Player A
1704194002.593462,A,A,Null,B,Player A
1703499707.7076266,B,A,Null,A,Player A
1703652986.8536618,B,A,B,B,Player B
1703609695.354315,A,A,Null,B,Player B
1703506769.2094462,B,A,Null,B,Player B
1703963077.7368824,B,A,Null,B,Player A
1704156477.465337,A,A,Null,B,Player B
1703735473.6156714,B,A,A,B,Player B
1703602503.6475358,B,B,Null,B,Player B
1704251055.770716,B,A,A,B,Player A
1704221770.1756883,B,B,Null,B,Player B
1703654592.4279752,B,B,Null,B,Player A
1703827706.603043,B,A,B,B,Player A
1703708843.4916272,B,B,Null,B,Player B
1704159572.9325922,B,A,Null,A,Player B
1703883124.6156473,B,A,Null,B,Player A
1703958600.256053,B,A,Null,B,Player A
1703706474.4925132,B,B,Null,B,Player B
1703494777.9468462,B,A,Null,B,Player B
1704089279.605073,A,A,Null,B,Player A
1704326312.797934,B,B,Null,B,Player B
1704254094.3738537,B,A,Null,B,Player B
1703063050.6291196,B,B,Null,B,Player A
1702975233.202938,B,A,A,B,Player B
1703397340.034289,B,A,B,B,Player B
1703297796.658037,B,A,Null,B,Player B
1703223074.9820638,B,B,Null,B,Player B
1704241628.663775,B,A,Null,B,Player B
1703876650.8742309,B,B,Null,B,Player B
1703570960.2357962,A,A,Null,B,Player A
1703083646.479209,B,A,B,B,Player A
1703295634.407779,B,A,Null,B,Player A
1703693960.150331,B,A,Null,B,Player B
1703238813.8824372,B,A,A,B,Player A
1703758612.1601887,B,B,Null,B,Player B
1702968573.30355,A,A,Null,A,Player B
1703504747.482101,B,B,Null,B,Player A
1703199908.3581808,A,A,Null,B,Player A
1702946444.9977584,A,A,Null,B,Player A
1703030552.0343492,B,B,Null,B,Player B
1702698379.7200513,A,A,Null,B,Player A
1704302653.9527688,B,A,Null,A,Player B
1703023451.7667801,B,A,A,B,Player A
1704317218.5756752,B,B,Null,B,Player A
1703984183.6054537,B,A,Null,B,Player B
1703042958.1749833,B,A,Null,A,Player B
1704331911.2569506,B,A,Null,B,Player B
1703816718.4379442,B,A,Null,B,Player A
1704114101.8967488,B,A,Null,A,Player A
1703016093.4146807,B,A,A,B,Player A
1702900077.493118,B,A,A,B,Player A
1704231150.220282,B,A,Null,B,Player A
1704216516.6330974,B,B,Null,B,Player A
1704198965.2665234,B,B,Null,B,Player B
1702975146.82734,B,A,B,B,Player A
1703754888.5240567,B,A,B,B,Player A
1703732636.0308387,B,B,Null,B,Player A
1702869071.0253825,B,A,A,B,Player A
1704274460.1263955,B,A,Null,A,Player B
1703316340.7892048,A,A,Null,B,Player A
1703275213.8190832,B,A,A,B,Player A
1703181153.8523357,A,A,Null,B,Player B
1704226646.7451239,B,A,Null,B,Player A
1703412449.156297,B,A,Null,B,Player B
1703523955.4392774,B,A,A,B,Player A
1704356908.0661895,B,A,Null,B,Player A
1703605352.637746,B,A,Null,B,Player A
1703650467.7470455,B,A,Null,A,Player B
1703467255.2368453,A,A,Null,B,Player A
1703249460.0486019,B,A,Null,B,Player B
1703889831.8439932,B,A,A,B,Player B
1702845520.2806604,A,A,Null,B,Player B
1702873759.1435733,A,A,Null,A,Player B
1703198220.6004865,B,A,B,B,Player A
1703116862.1547124,A,A,Null,B,Player B
1703113336.803295,B,A,Null,B,Player A
1703946813.2023504,B,A,Null,B,Player B
1704309353.3047113,A,A,Null,B,Player B
1704312352.330687,B,B,Null,B,Player A
1703951539.3561287,B,A,A,B,Player B
1703912747.7356668,B,A,Null,B,Player A
1703366555.1169112,B,A,A,B,Player B
1704093004.061866,A,A,Null,A,Player B
1702915709.860877,B,A,Null,A,Player A
1704323732.3364706,B,A,Null,B,Player B
1704213560.727938,B,A,B,B,Player B
1703503011.5884757,A,A,Null,B,Player B
1702880945.0367184,B,A,Null,B,Player B
1703666020.036053,B,A,Null,B,Player A
1703423609.296218,B,B,Null,B,Player B
1702836888.7888389,B,A,B,B,Player B
1704111879.7357574,B,A,A,B,Player A
1703522534.8713748,B,A,Null,B,Player A
1703429286.3623266,A,A,Null,A,Player B
1703075402.9420776,B,A,B,B,Player A
1702891425.4955392,B,B,Null,B,Player A
1703769361.7793205,B,B,Null,B,Player A
1704350244.7254014,B,A,B,B,Player A
1703091284.8087103,B,A,B,B,Player A
1704203344.4284866,A,A,Null,A,Player B
1702845685.0812495,B,A,Null,B,Player B
1703016578.1171842,B,A,Null,B,Player A
1703411414.7228901,B,B,Null,B,Player B
1703043201.2372231,B,A,Null,B,Player A
1703564779.8384864,B,A,Null,B,Player A
1704290414.2228413,B,A,Null,B,Player A
1704261679.711251,A,A,Null,B,Player A
1703823345.4547122,B,A,Null,A,Player B
1702699769.8452325,B,B,Null,B,Player A
1702798980.157681,B,A,B,B,Player B
1703482811.195712,B,A,A,B,Player B
1703234528.1381748,A,A,Null,B,Player A
1703980070.5581415,B,A,Null,B,Player A
1703677966.1496277,B,A,Null,A,Player A
1703023896.7728035,B,A,Null,B,Player B
1703076548.1894674,B,A,B,B,Player B
1703341657.1257951,A,A,Null,B,Player B
1703935207.6644359,B,A,Null,B,Player A
1703186062.9714303,B,A,B,B,Player B
1702800815.4114966,B,A,Null,A,Player B
1703478024.6534545,B,A,B,B,Player B
1703201453.2920346,B,A,Null,B,Player B
1702898285.7889438,B,B,Null,B,Player B
1703245105.2635736,B,B,Null,B,Player B
1703919398.2475393,B,A,Null,B,Player A
1702645896.11423,B,B,Null,B,Player A
1703486639.567383,B,A,A,B,Player B
1703299115.8823516,B,A,A,B,Player A
1703340478.2288907,B,B,Null,B,Player A
1704046545.074504,B,A,Null,B,Player B
1703184209.6703045,B,B,Null,B,Player A
1703558721.421894,B,B,Null,B,Player A
1703987988.734546,A,A,Null,B,Player A
1703815798.053361,B,B,Null,B,Player B
1702645731.3377218,B,A,A,B,Player A
1703327324.5606682,A,A,Null,B,Player B
1702966952.4360862,B,A,Null,B,Player A
1704154956.4401615,B,A,Null,B,Player B
1703989731.4599333,A,A,Null,A,Player A
1703333139.3384678,B,A,A,B,Player A
1703344275.594501,B,A,A,B,Player B
1703838021.849233,B,A,Null,A,Player B
1704079550.8892727,B,B,Null,B,Player B
1702869753.0930493,A,A,Null,B,Player B
1704073425.0985384,B,A,Null,B,Player A
1703929238.464905,B,B,Null,B,Player B
1703047803.8810658,B,B,Null,B,Player A
1703021879.6288931,A,A,Null,B,Player B
1702702169.1098137,B,A,Null,B,Player B
1703697484.5810754,B,A,B,B,Player B
1704124371.4570956,B,A,A,B,Player A
1704056611.717717,A,A,Null,B,Player A
1703844123.4414942,B,A,Null,B,Player A
1703199998.2139828,B,A,Null,B,Player A
1702781828.262469,B,A,B,B,Player B
1703619432.0401149,B,B,Null,B,Player A
1704167600.8344457,B,A,Null,B,Player B
1703121683.8962588,B,A,Null,A,Player A
1704159754.9626348,B,A,Null,B,Player B
1704219770.8158185,B,B,Null,B,Player A
1702949462.2042596,B,A,B,B,Player B
1704307541.273864,B,A,Null,B,Player A
1703491073.7254853,A,A,Null,B,Player A
1703272673.0262222,B,A,Null,A,Player A
1704264220.853545,B,A,B,B,Player B
1704167677.4879363,B,A,A,B,Player A
1703564118.304147,B,B,Null,B,Player B
1703742939.0052805,B,A,A,B,Player A
1704068523.2954855,B,A,Null,A,Player B
1703869531.110352,B,A,A,B,Player B
1703658719.2721443,B,A,A,B,Player B
1704261598.855506,B,A,Null,B,Player A
1702965948.2428493,B,A,Null,B,Player A
1703848455.210352,B,A,A,B,Player A
1703830875.192586,B,A,Null,B,Player A
1704121859.770224,B,A,Null,B,Player B
1703470971.537227,B,A,A,B,Player B
1702810801.7895827,B,B,Null,B,Player A
1704198041.0487938,B,B,Null,B,Player B
1703541840.516141,B,A,B,B,Player B
1703225928.2604518,B,A,B,B,Player B
1702891155.270768,B,A,Null,B,Player B
1703877434.5610569,B,B,Null,B,Player A
1703270633.2194576,B,A,A,B,Player A
1703361086.3416195,B,A,Null,B,Player B
1704222116.6360033,B,A,Null,A,Player A
1704240435.4445546,B,A,Null,B,Player A
1703110929.280417,B,A,Null,B,Player B
1703095339.7106416,B,A,A,B,Player B
1703496074.116128,B,A,Null,B,Player B
1702815031.9622252,B,A,A,B,Player A
1704055087.157362,B,A,Null,B,Player B
1704361210.0388608,B,A,Null,B,Player A
1703627653.1619642,B,A,Null,B,Player B
1703142988.8848526,A,A,Null,B,Player A
1703539491.868873,A,A,Null,B,Player A
1703492384.9308155,B,A,Null,A,Player A
1704172930.8740582,B,A,Null,B,Player B
1703200559.0469136,B,A,A,B,Player A
1703463549.335712,B,B,Null,B,Player A
1703654437.0447438,B,A,A,B,Player B
1703004558.5302799,B,A,Null,A,Player B
1704129546.644651,B,A,Null,B,Player A
1703233027.5837193,B,A,Null,B,Player B
1702812399.7840314,B,A,A,B,Player A
1703538848.852868,A,A,Null,B,Player A
1703751756.4131713,B,A,Null,B,Player B
1702824375.1406121,B,A,A,B,Player A
1704259435.1050985,B,A,A,B,Player B
1703453350.6927235,B,A,Null,B,Player A
1704214785.5920386,B,A,Null,B,Player A
1703652728.668777,B,A,Null,A,Player A
1702966120.3743706,A,A,Null,B,Player B
1703391515.8326526,B,A,Null,B,Player A
1703281427.7598727,B,B,Null,B,Player B
1704114014.877128,B,A,Null,B,Player B
1702892391.8194733,A,A,Null,A,Player A
1702887799.8854158,B,A,A,B,Player A
1703650217.4051402,B,A,Null,B,Player A
1703356841.3068428,B,A,Null,B,Player B
1702887607.7570276,B,B,Null,B,Player B
1703336473.4878411,A,A,Null,A,Player A
1704077525.6157098,B,B,Null,B,Player B
1703275310.9859536,B,B,Null,B,Player A
1703874995.7144272,B,A,A,B,Player B
1703844858.9284968,B,A,Null,B,Player B
1704127823.2505746,B,A,Null,B,Player A
1703646516.5639954,B,B,Null,B,Player B
1704189201.0354557,B,A,Null,B,Player A
1703093854.3256924,B,A,Null,B,Player B
1703249626.6350815,B,A,Null,B,Player B
1703656258.3264258,B,B,Null,B,Player B
1703302433.27924,B,A,Null,B,Player A
1703268938.1440253,B,A,Null,B,Player A
1704268425.5484679,B,A,Null,B,Player A
1704099061.4424467,B,B,Null,B,Player A
1703379268.6992137,B,A,Null,B,Player A
1703258579.9090436,B,A,A,B,Player B
1703130561.7131393,B,A,Null,B,Player B
1703195056.3741958,B,B,Null,B,Player A
1703594898.5018883,B,B,Null,B,Player B
1703475003.4243665,B,B,Null,B,Player A
1703461512.4080555,B,A,Null,A,Player A
1704250640.5482795,B,A,Null,B,Player B
1702782103.5760393,B,A,Null,B,Player B
1702868733.9422143,B,A,A,B,Player B
1703371844.7398245,B,A,B,B,Player A
1702895010.3595953,B,A,Null,B,Player B
1703379420.4753497,B,A,Null,B,Player B
1702997524.265842,A,A,Null,B,Player B
1703470627.3104312,B,B,Null,B,Player A
1703667985.1691585,B,B,Null,B,Player A
1703558566.863283,B,A,B,B,Player B
1704085917.1352317,A,A,Null,B,Player A
1702810126.3518832,B,A,B,B,Player B
1704032395.2750964,B,A,Null,B,Player A
1703402357.8834307,B,A,A,B,Player A
1703899746.6745636,B,A,B,B,Player B
1703860615.6417735,A,A,Null,B,Player B
1704240155.1568365,B,A,A,B,Player B
1703407945.750176,B,B,Null,B,Player A
1702895878.0059886,B,A,Null,B,Player B
1703083177.5174913,A,A,Null,B,Player A
1703954336.0998363,B,B,Null,B,Player B
1704133068.9204085,B,A,B,B,Player B
1703504240.9953513,B,A,Null,B,Player A
1703935774.6519535,B,A,Null,B,Player A
1703242035.712052,B,A,A,B,Player B
1703219432.086086,B,A,Null,B,Player B
1704314498.3976455,B,A,Null,A,Player B
1703425626.017681,B,A,B,B,Player B
1703310484.4497159,B,A,Null,B,Player A
1704039291.1630087,B,A,A,B,Player B
1702927110.6059585,B,B,Null,B,Player B
1702850813.453717,A,A,Null,B,Player B
1702996757.4263585,B,A,A,B,Player A
1704338962.7638328,A,A,Null,B,Player A
1703327152.2687824,B,A,Null,B,Player B
1704282950.2847335,B,A,Null,B,Player B
1703830621.499573,B,A,Null,B,Player A
1703390676.8248122,B,A,Null,A,Player A
1703585164.074142,A,A,Null,B,Player B
1703274647.5319767,B,B,Null,B,Player A
1703280150.5133748,B,A,Null,B,Player A
1704335573.4463658,B,A,A,B,Player B
1704267164.605465,B,A,B,B,Player A
1704024514.6038446,B,A,Null,B,Player A
1704089778.2589939,B,A,Null,B,Player A
1704349429.5699172,B,B,Null,B,Player A
1703186756.08633,B,A,Null,A,Player A
1703773911.9935706,B,A,Null,B,Player A
1703945054.1089537,B,A,Null,B,Player B
1703696644.785363,B,A,B,B,Player A
1703594546.761197,B,A,Null,B,Player A
1702854777.4975867,B,A,A,B,Player B
1702908588.8524518,B,A,B,B,Player A
1703720358.9656382,B,A,Null,B,Player B
1704020802.5344915,B,A,Null,B,Player B
1704358043.7328405,B,B,Null,B,Player A
1704104015.4117432,B,A,A,B,Player B
1703698930.384284,B,A,Null,B,Player B
1704170195.2386599,A,A,Null,A,Player B
1703882666.4816353,B,A,Null,B,Player A
1704065538.70572,B,B,Null,B,Player A
1703832933.819945,B,A,A,B,Player B
1702895096.1761713,B,A,Null,B,Player B
1703693233.427042,B,A,Null,B,Player B
1703363957.873791,A,A,Null,B,Player A
1703296538.5066924,B,A,Null,B,Player A
1702813557.251094,B,A,A,B,Player A
1702874231.485797,A,A,Null,B,Player A
1704128243.7802563,B,B,Null,B,Player B
1703800333.915164,B,A,Null,B,Player B
1703052606.7201126,A,A,Null,B,Player A
1702869997.509633,A,A,Null,A,Player B
1703876239.1800923,B,A,A,B,Player B
1703596667.8126483,B,B,Null,B,Player B
1703262625.063262,B,A,Null,B,Player B
1703988450.2606397,B,A,Null,B,Player A
1704102901.4239423,B,B,Null,B,Player B
1703907190.1510785,B,B,Null,B,Player B
1704326589.55397,B,A,Null,B,Player B
1703214120.482332,B,A,B,B,Player B
1703616408.356835,B,A,Null,B,Player A
1703858607.3318467,B,B,Null,B,Player A
1702962872.2366238,B,B,Null,B,Player A
1703420171.6132886,B,A,Null,B,Player A
1702794446.6120527,B,A,B,B,Player B
1704206185.7912061,B,B,Null,B,Player A
1703745378.0932286,B,A,Null,B,Player A
1703597294.6139917,B,A,Null,B,Player B
1703716554.6898649,B,B,Null,B,Player A
1704192262.8196688,A,A,Null,A,Player B
1703275686.8900647,B,A,B,B,Player A
1703470038.0428605,B,B,Null,B,Player A
1703697821.5678263,B,B,Null,B,Player A
1703043583.8277857,B,A,Null,B,Player B
1703568478.895545,B,B,Null,B,Player B
1703748124.1677487,B,A,B,B,Player A
1703406499.469073,A,A,Null,B,Player A
1702884074.7051795,B,A,Null,B,Player A
1702781373.2711425,B,A,A,B,Player A
1703581109.765289,B,B,Null,B,Player A
1703059057.6040466,B,A,Null,A,Player A
1703211905.4813335,B,A,Null,B,Player A
1702823803.2686102,B,A,Null,B,Player B
1703950288.3195336,B,A,B,B,Player B
1704130764.7929897,B,A,Null,B,Player A
1703878723.5452662,B,A,Null,B,Player A
1702698561.5249066,B,A,Null,A,Player B
1703774371.3026972,B,A,A,B,Player B
1703495202.8021848,A,A,Null,B,Player A
1703290597.0896013,A,A,Null,B,Player B
1703154566.6363435,B,A,Null,B,Player B
1703128657.8188832,B,A,A,B,Player B
1703027574.1092217,B,A,Null,B,Player A
1702878169.147161,B,B,Null,B,Player A
1702864726.8056095,B,A,Null,B,Player B
1703372123.5027783,B,B,Null,B,Player A
1703475920.021478,B,A,B,B,Player A
1704037526.1358833,B,A,Null,A,Player A
1703956734.2735953,B,A,Null,B,Player B
1703160045.8708436,B,B,Null,B,Player A
1704331061.135059,B,A,Null,B,Player B
1704230579.2605832,B,A,A,B,Player B
1703651325.9260213,B,A,Null,B,Player B
1704024973.6595592,B,A,A,B,Player B
1703437970.2552032,B,B,Null,B,Player B
1703438526.0919256,B,A,B,B,Player B
1703052033.408438,B,A,A,B,Player B
1704133639.0610723,B,A,A,B,Player A
1703036871.8983002,B,A,Null,B,Player A
1703647615.905592,B,A,A,B,Player B
1702971354.9238813,B,A,Null,B,Player B
1704075587.1071281,B,B,Null,B,Player A
1703765931.4340365,B,A,A,B,Player B
1703154655.3962839,A,A,Null,B,Player B
1703298450.2136505,B,B,Null,B,Player A
1704089365.1353593,B,A,Null,B,Player B
1703035608.8580325,B,A,B,B,Player B
1704183487.1195636,B,B,Null,B,Player B
1703912051.7727177,A,A,Null,A,Player B
1703204407.0818503,B,B,Null,B,Player B
1703600123.2299259,B,A,Null,B,Player B
1704306594.8410437,B,A,Null,B,Player B
1703401049.1585402,B,A,Null,B,Player A
1703320938.8794882,B,A,Null,B,Player A
1703963638.250554,B,B,Null,B,Player B
1702857258.7692747,B,B,Null,B,Player B
1704252260.9593725,B,A,B,B,Player A
1703423191.3241556,B,A,A,B,Player A
1704283716.6556113,B,A,Null,B,Player B
1703886432.707142,B,A,Null,B,Player A
1703116123.4295259,B,A,Null,B,Player A
1703717013.8627052,B,A,A,B,Player A
1703335926.0918503,B,A,B,B,Player A
1703533673.0085614,B,A,A,B,Player A
1703202023.5239096,B,B,Null,B,Player B
1703449686.4988964,A,A,Null,B,Player B
1703037042.8710923,B,A,B,B,Player B
1703869351.3020751,A,A,Null,B,Player B
1703453805.83858,B,B,Null,B,Player A
1703192370.587427,B,B,Null,B,Player B
1704139151.2147422,B,A,Null,A,Player B
1703834251.2638173,A,A,Null,B,Player A
1703331705.5550232,B,B,Null,B,Player B
1703680219.18793,A,A,Null,B,Player A
1703892575.679278,B,A,A,B,Player A
1703085412.801731,B,A,Null,B,Player A
1704169083.720226,B,A,Null,B,Player B
1704141857.3049712,B,A,A,B,Player B
1703314576.5035849,B,B,Null,B,Player B
1704298255.941102,B,A,Null,B,Player A
1704254742.8657162,A,A,Null,B,Player B
1703871348.1419063,B,A,B,B,Player B
1703658892.252815,B,A,Null,B,Player A
1702641100.0580668,A,A,Null,B,Player A
1704162309.8461049,B,B,Null,B,Player A
1702984713.0420694,B,A,A,B,Player A
1703649882.7181122,A,A,Null,A,Player A
1703184798.5075405,B,B,Null,B,Player A
1702805048.66582,A,A,Null,B,Player B
1702816884.748084,A,A,Null,B,Player B
1704321441.9085894,B,B,Null,B,Player A
1703356225.889813,B,A,Null,B,Player B
1703682767.5743551,B,A,Null,B,Player A
1703265322.7190902,A,A,Null,B,Player B
1704080630.8555474,B,B,Null,B,Player A
1703957929.8078356,B,B,Null,B,Player A
1703674458.4353032,B,B,Null,B,Player A
1703640126.651654,B,A,B,B,Player B
1703586760.941745,B,A,B,B,Player B
1704102556.0444336,B,B,Null,B,Player B
1704302457.212961,B,A,A,B,Player A
1704003460.8836622,A,A,Null,A,Player B
1702888923.157641,B,B,Null,B,Player B
1703970697.207577,A,A,Null,A,Player A
1703102150.3694658,B,B,Null,B,Player B
1704328728.338097,B,A,Null,B,Player B
1703885845.842431,B,A,Null,B,Player B
1702935399.5992212,B,A,A,B,Player A
1704078276.9260585,B,B,Null,B,Player A
1703404434.0151637,B,A,Null,B,Player A
1704172299.4981012,B,A,A,B,Player A
1703306456.9384043,B,B,Null,B,Player B
1702999458.164117,B,A,Null,B,Player B
1704098130.485957,B,A,Null,B,Player A
1703046358.5128794,B,B,Null,B,Player A
1703812619.9209638,B,A,A,B,Player A
1703790580.4120781,B,A,B,B,Player A
1703484928.2134259,B,A,Null,B,Player B
1703418598.6355221,B,B,Null,B,Player A
1703542423.7752962,B,A,Null,B,Player B
1704020960.7848017,B,A,Null,B,Player A
1703974060.5271068,A,A,Null,B,Player B
1703669369.1629963,B,B,Null,B,Player B
1703982642.2595718,B,A,B,B,Player A
1703947724.5443904,A,A,Null,B,Player B
1703998315.8162453,A,A,Null,B,Player A
1703406593.6633744,B,A,Null,A,Player B
1704182553.0767903,B,A,A,B,Player A
1703804787.5127747,B,B,Null,B,Player A
1704141364.8190186,A,A,Null,B,Player A
1703759817.2675903,B,A,A,B,Player B
1703043314.109426,B,A,Null,B,Player B
1703022338.5938914,B,B,Null,B,Player A
1704129207.7737157,B,A,Null,B,Player B
1704001497.5867527,B,A,A,B,Player A
1703499152.8747036,B,B,Null,B,Player A
1702797963.4887917,B,A,Null,B,Player B
1703342245.609291,B,A,Null,B,Player A
1703372388.8933737,B,A,Null,B,Player B
1703131224.4949577,B,A,Null,A,Player B
1702824628.59904,A,A,Null,B,Player A
1702929173.4051788,B,A,Null,A,Player B
1703512312.5275,B,A,Null,B,Player A
1703255016.1037207,B,B,Null,B,Player A
1703259071.1761532,B,A,A,B,Player B
1703697908.0903435,B,A,Null,B,Player A
1704265786.1027956,B,A,B,B,Player B
1703869990.8017256,B,B,Null,B,Player A
1703930150.0446942,B,A,Null,B,Player B
1703845650.1491148,B,A,Null,B,Player A
1702829217.3964665,B,A,A,B,Player A
1703421580.3038247,B,A,B,B,Player B
1703917640.5852199,B,A,Null,A,Player A
1703594627.7768114,B,B,Null,B,Player B
1703914275.1912303,B,A,A,B,Player B
1703383337.783308,B,A,Null,B,Player A
1703067930.478188,B,A,Null,A,Player A
1703647446.8036363,B,A,B,B,Player B
1702823642.6352038,B,A,B,B,Player B
1704074639.861557,A,A,Null,B,Player A
1703395185.9158998,B,B,Null,B,Player A
1704014548.9385684,A,A,Null,B,Player A
1703755480.4394846,A,A,Null,B,Player B
1704272818.2779992,B,B,Null,B,Player B
1703991490.8879647,B,B,Null,B,Player A
1702934665.08663,B,B,Null,B,Player B
1703682194.4149253,B,A,Null,B,Player A
1703796453.833516,B,A,A,B,Player B
1703331865.0296357,B,A,Null,B,Player B
1703300785.5357375,B,A,Null,B,Player A
1702875185.027159,B,A,Null,B,Player A
1704335379.9471405,B,A,A,B,Player A
1704295002.445743,B,A,B,B,Player A
1702974954.4867365,B,B,Null,B,Player B
1702829671.3154435,A,A,Null,B,Player B
1703387016.461892,B,B,Null,B,Player A
1703745464.1543725,B,A,B,B,Player A
1703256794.1183002,B,A,Null,B,Player B
1702946057.8431222,B,A,Null,A,Player B
1703934266.5574522,A,A,Null,A,Player A
1703815623.980362,B,A,Null,B,Player A
1704056694.3603885,B,B,Null,B,Player A
1704014451.925873,A,A,Null,B,Player A
1703532960.471133,B,A,Null,A,Player B
1703783427.4394794,B,B,Null,B,Player B
1704114364.1670089,B,A,B,B,Player A
1703662554.715299,B,A,Null,A,Player A
1703841114.235555,B,A,Null,A,Player A
1703497609.5776896,B,B,Null,B,Player A
1703121175.4735146,B,A,Null,B,Player A
1703253916.6466537,B,A,Null,B,Player A
1703421244.5820713,B,A,Null,B,Player B
1703118652.5244467,B,B,Null,B,Player A
1703231864.640595,B,A,Null,B,Player A
1703215184.6581774,B,A,B,B,Player A
1702922962.9121263,B,A,B,B,Player A
1704118408.0912163,B,A,B,B,Player B
1703878004.4699554,B,A,B,B,Player B
1702917026.4225168,A,A,Null,B,Player A
1704134014.920266,B,A,Null,A,Player B
